S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,Condition,Type,Male,Female,Age,Married,Unmarried,Education,Employment,Lat,Long,Age_Group
173,Lalitpur,Bagmati,Hill,Central,2069,2012,Severe,Alcoholism,21,44,26,47,18.0,"College degree, bachelor, master",no,27.58871791,85.3453208,Middle-age
174,Lalitpur,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,58,56,42,31,83.0,PhD/Doctorate,yes,27.58871791,85.3453208,old
175,Bhaktapur,Bagmati,Hill,Central,2069,2012,Major,Depression,59,38,55,26,71.0,"College degree, bachelor, master",retired,27.66294721,85.43855603,old
176,Bhaktapur,Bagmati,Hill,Central,2069,2012,Minor,Psychosis,28,49,43,51,26.0,PhD/Doctorate,yes,27.66294721,85.43855603,old
177,Bhaktapur,Bagmati,Hill,Central,2069,2012,Severe,Anxiety,46,22,21,22,46.0,"College degree, bachelor, master",yes,27.66294721,85.43855603,Middle-age
178,Bhaktapur,Bagmati,Hill,Central,2069,2012,Normal,Mental retardation,42,59,31,51,50.0,"College degree, bachelor, master",no,27.66294721,85.43855603,Middle-age
179,Bhaktapur,Bagmati,Hill,Central,2069,2012,Severe,Hysteria,52,32,59,31,53.0,Up to 12 years of school,yes,27.66294721,85.43855603,old
180,Bhaktapur,Bagmati,Hill,Central,2069,2012,Minor,Alcoholism,45,34,37,54,25.0,"College degree, bachelor, master",no,27.66294721,85.43855603,Middle-age
181,Bhaktapur,Bagmati,Hill,Central,2069,2012,Normal,Epilepsy,47,58,41,18,87.0,PhD/Doctorate,yes,27.66294721,85.43855603,old
182,Kathmandu,Bagmati,Hill,Central,2069,2012,Severe,Depression,25,59,19,33,51.0,"Some College, short continuing education or equivalent",no,27.7328855,85.35042992,young
183,Kathmandu,Bagmati,Hill,Central,2069,2012,Minor,Psychosis,25,20,39,45,0.0,"College degree, bachelor, master",no,27.7328855,85.35042992,Middle-age
184,Kathmandu,Bagmati,Hill,Central,2069,2012,Major,Anxiety,37,39,29,54,22.0,"College degree, bachelor, master",no,27.7328855,85.35042992,Middle-age
185,Kathmandu,Bagmati,Hill,Central,2069,2012,Minor,Mental retardation,40,52,25,43,49.0,Unknown,yes,27.7328855,85.35042992,Middle-age
186,Kathmandu,Bagmati,Hill,Central,2069,2012,Normal,Hysteria,47,54,26,30,71.0,"College degree, bachelor, master",no,27.7328855,85.35042992,Middle-age
187,Kathmandu,Bagmati,Hill,Central,2069,2012,Severe,Alcoholism,28,29,56,57,0.0,"College degree, bachelor, master",retired,27.7328855,85.35042992,old
188,Kathmandu,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,26,21,47,41,6.0,PhD/Doctorate,yes,27.7328855,85.35042992,old
189,Nuwakot,Bagmati,Hill,Central,2069,2012,Major,Depression,53,60,55,50,63.0,None,yes,27.87213818,85.20553279,old
190,Nuwakot,Bagmati,Hill,Central,2069,2012,Major,Psychosis,54,32,49,27,59.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,old
191,Nuwakot,Bagmati,Hill,Central,2069,2012,Normal,Anxiety,44,45,43,23,66.0,PhD/Doctorate,yes,27.87213818,85.20553279,old
192,Nuwakot,Bagmati,Hill,Central,2069,2012,Minor,Mental retardation,59,35,25,47,47.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,Middle-age
193,Nuwakot,Bagmati,Hill,Central,2069,2012,Normal,Hysteria,59,36,44,40,55.0,PhD/Doctorate,yes,27.87213818,85.20553279,old
194,Nuwakot,Bagmati,Hill,Central,2069,2012,Severe,Alcoholism,27,28,37,28,27.0,"College degree, bachelor, master",no,27.87213818,85.20553279,Middle-age
195,Nuwakot,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,19,48,51,41,26.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,old
196,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Depression,21,34,51,47,8.0,"College degree, bachelor, master",yes,28.21369528,85.45366507,old
197,Rasuwa,Bagmati,Mountain,Central,2069,2012,Major,Psychosis,54,47,48,41,60.0,PhD/Doctorate,yes,28.21369528,85.45366507,old
198,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Anxiety,23,27,47,31,19.0,PhD/Doctorate,yes,28.21369528,85.45366507,old
199,Rasuwa,Bagmati,Mountain,Central,2069,2012,Minor,Mental retardation,44,60,35,32,72.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age
200,Rasuwa,Bagmati,Mountain,Central,2069,2012,Normal,Hysteria,43,19,31,29,33.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age
201,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Alcoholism,59,50,53,41,68.0,"College degree, bachelor, master",yes,28.21369528,85.45366507,old
202,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Epilepsy,25,60,34,34,51.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age
203,Dhading,Bagmati,Hill,Central,2069,2012,Normal,Depression,40,20,20,29,31.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age
204,Dhading,Bagmati,Hill,Central,2069,2012,Normal,Psychosis,22,29,19,25,26.0,"Some College, short continuing education or equivalent",no,27.9527537,84.98055863,young
205,Dhading,Bagmati,Hill,Central,2069,2012,Minor,Anxiety,23,29,39,19,33.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age
206,Dhading,Bagmati,Hill,Central,2069,2012,Major,Mental retardation,47,20,27,26,41.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age
207,Dhading,Bagmati,Hill,Central,2069,2012,Normal,Hysteria,59,35,30,49,45.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age
208,Dhading,Bagmati,Hill,Central,2069,2012,Major,Alcoholism,32,34,44,40,26.0,PhD/Doctorate,no,27.9527537,84.98055863,old
209,Dhading,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,42,42,50,21,63.0,"College degree, bachelor, master",no,27.9527537,84.98055863,old
210,Makawanpur,Narayani,Hill,Central,2069,2012,Major,Depression,41,43,43,19,65.0,PhD/Doctorate,no,27.43988382,85.11702565,old
211,Makawanpur,Narayani,Hill,Central,2069,2012,Minor,Psychosis,58,20,38,35,43.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age
212,Makawanpur,Narayani,Hill,Central,2069,2012,Minor,Anxiety,45,42,32,19,68.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age
213,Makawanpur,Narayani,Hill,Central,2069,2012,Normal,Mental retardation,45,42,32,37,50.0,Unknown,no,27.43988382,85.11702565,Middle-age
214,Makawanpur,Narayani,Hill,Central,2069,2012,Normal,Hysteria,19,47,27,28,38.0,Unknown,no,27.43988382,85.11702565,Middle-age
215,Makawanpur,Narayani,Hill,Central,2069,2012,Major,Alcoholism,56,47,50,56,47.0,Unknown,no,27.43988382,85.11702565,old
216,Makawanpur,Narayani,Hill,Central,2069,2012,Minor,Epilepsy,22,24,31,46,0.0,Unknown,no,27.43988382,85.11702565,Middle-age
217,Rautahat,Narayani,Terai,Central,2069,2012,Normal,Depression,23,34,20,27,30.0,"College degree, bachelor, master",no,27.03243961,85.29121681,Middle-age
218,Rautahat,Narayani,Terai,Central,2069,2012,Severe,Psychosis,52,19,23,54,17.0,None,yes,27.03243961,85.29121681,Middle-age
219,Rautahat,Narayani,Terai,Central,2069,2012,Major,Anxiety,36,49,28,33,52.0,"College degree, bachelor, master",no,27.03243961,85.29121681,Middle-age
220,Rautahat,Narayani,Terai,Central,2069,2012,Major,Mental retardation,25,33,18,4,54.0,Up to 12 years of school,no,27.03243961,85.29121681,young
221,Rautahat,Narayani,Terai,Central,2069,2012,Major,Hysteria,47,32,48,49,30.0,PhD/Doctorate,no,27.03243961,85.29121681,old
222,Rautahat,Narayani,Terai,Central,2069,2012,Minor,Alcoholism,25,58,42,19,64.0,PhD/Doctorate,no,27.03243961,85.29121681,old
223,Rautahat,Narayani,Terai,Central,2069,2012,Normal,Epilepsy,25,30,60,53,2.0,"College degree, bachelor, master",retired,27.03243961,85.29121681,old
224,Bara,Narayani,Terai,Central,2069,2012,Normal,Depression,27,25,30,50,2.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age
225,Bara,Narayani,Terai,Central,2069,2012,Severe,Psychosis,40,21,34,31,30.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age
226,Bara,Narayani,Terai,Central,2069,2012,Major,Anxiety,32,39,47,31,40.0,PhD/Doctorate,no,27.13540854,85.06475248,old
227,Bara,Narayani,Terai,Central,2069,2012,Major,Mental retardation,30,37,41,52,15.0,PhD/Doctorate,no,27.13540854,85.06475248,old
228,Bara,Narayani,Terai,Central,2069,2012,Normal,Hysteria,24,26,37,19,31.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age
229,Bara,Narayani,Terai,Central,2069,2012,Normal,Alcoholism,41,33,47,51,23.0,PhD/Doctorate,no,27.13540854,85.06475248,old
230,Bara,Narayani,Terai,Central,2069,2012,Severe,Epilepsy,47,18,38,54,11.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age
231,Parsa,Narayani,Terai,Central,2069,2012,Major,Depression,46,31,51,25,52.0,Unknown,no,27.18232286,84.76011359,old
232,Parsa,Narayani,Terai,Central,2069,2012,Normal,Psychosis,36,40,20,51,25.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age
233,Parsa,Narayani,Terai,Central,2069,2012,Severe,Anxiety,43,40,44,29,54.0,PhD/Doctorate,no,27.18232286,84.76011359,old
234,Parsa,Narayani,Terai,Central,2069,2012,Severe,Mental retardation,58,55,28,28,85.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age
235,Parsa,Narayani,Terai,Central,2069,2012,Major,Hysteria,29,29,30,58,0.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age
236,Parsa,Narayani,Terai,Central,2069,2012,Normal,Alcoholism,19,52,19,29,42.0,"Some College, short continuing education or equivalent",no,27.18232286,84.76011359,young
237,Parsa,Narayani,Terai,Central,2069,2012,Major,Epilepsy,21,45,41,57,9.0,PhD/Doctorate,no,27.18232286,84.76011359,old
238,Chitwan,Narayani,Terai,Central,2069,2012,Major,Depression,25,32,49,31,26.0,"College degree, bachelor, master",no,27.54995278,84.36548036,old
239,Chitwan,Narayani,Terai,Central,2069,2012,Minor,Psychosis,34,51,60,56,29.0,Up to 12 years of school,no,27.54995278,84.36548036,old
240,Chitwan,Narayani,Terai,Central,2069,2012,Normal,Anxiety,21,54,53,23,52.0,"College degree, bachelor, master",no,27.54995278,84.36548036,old
241,Chitwan,Narayani,Terai,Central,2069,2012,Minor,Mental retardation,21,50,36,40,31.0,"College degree, bachelor, master",no,27.54995278,84.36548036,Middle-age
242,Chitwan,Narayani,Terai,Central,2069,2012,Normal,Hysteria,29,55,25,30,54.0,"College degree, bachelor, master",yes,27.54995278,84.36548036,Middle-age
243,Chitwan,Narayani,Terai,Central,2069,2012,Severe,Alcoholism,24,45,43,28,41.0,PhD/Doctorate,no,27.54995278,84.36548036,old
244,Chitwan,Narayani,Terai,Central,2069,2012,Severe,Epilepsy,50,46,30,36,60.0,"College degree, bachelor, master",no,27.54995278,84.36548036,Middle-age
245,Gorkha,Gandaki,Hill,Western,2069,2012,Normal,Depression,52,40,60,59,33.0,Unknown,yes,28.28884046,84.78048444,old
246,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Psychosis,40,37,18,5,72.0,Up to 12 years of school,no,28.28884046,84.78048444,young
247,Gorkha,Gandaki,Hill,Western,2069,2012,Minor,Anxiety,59,20,30,41,38.0,"College degree, bachelor, master",no,28.28884046,84.78048444,Middle-age
248,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Mental retardation,60,52,43,60,52.0,PhD/Doctorate,yes,28.28884046,84.78048444,old
249,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Hysteria,56,18,20,51,23.0,"College degree, bachelor, master",yes,28.28884046,84.78048444,Middle-age
250,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Alcoholism,47,23,41,43,27.0,PhD/Doctorate,yes,28.28884046,84.78048444,old
251,Gorkha,Gandaki,Hill,Western,2069,2012,Normal,Epilepsy,52,22,19,54,20.0,"Some College, short continuing education or equivalent",no,28.28884046,84.78048444,young
252,Lamjung,Gandaki,Hill,Western,2069,2012,Severe,Depression,41,34,49,52,23.0,"College degree, bachelor, master",yes,28.23682669,84.41790176,old
253,Lamjung,Gandaki,Hill,Western,2069,2012,Minor,Psychosis,45,22,44,34,33.0,PhD/Doctorate,yes,28.23682669,84.41790176,old
254,Lamjung,Gandaki,Hill,Western,2069,2012,Major,Anxiety,34,39,35,35,38.0,"College degree, bachelor, master",no,28.23682669,84.41790176,Middle-age
255,Lamjung,Gandaki,Hill,Western,2069,2012,Normal,Mental retardation,34,37,40,59,12.0,PhD/Doctorate,no,28.23682669,84.41790176,old
256,Lamjung,Gandaki,Hill,Western,2069,2012,Normal,Hysteria,32,40,45,19,53.0,PhD/Doctorate,no,28.23682669,84.41790176,old
257,Lamjung,Gandaki,Hill,Western,2069,2012,Normal,Alcoholism,48,20,31,60,8.0,Unknown,no,28.23682669,84.41790176,Middle-age
258,Lamjung,Gandaki,Hill,Western,2069,2012,Severe,Epilepsy,50,60,32,28,82.0,Unknown,no,28.23682669,84.41790176,Middle-age
259,Tanahu,Gandaki,Hill,Western,2069,2012,Normal,Depression,23,41,52,36,28.0,Unknown,no,27.94887859,84.23370592,old
260,Tanahu,Gandaki,Hill,Western,2069,2012,Major,Psychosis,52,35,32,26,61.0,Unknown,no,27.94887859,84.23370592,Middle-age
261,Tanahu,Gandaki,Hill,Western,2069,2012,Severe,Anxiety,26,30,30,39,17.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age
262,Tanahu,Gandaki,Hill,Western,2069,2012,Major,Mental retardation,47,56,35,20,83.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age
263,Tanahu,Gandaki,Hill,Western,2069,2012,Severe,Hysteria,53,53,51,34,72.0,Up to 12 years of school,Unknown,27.94887859,84.23370592,old
264,Tanahu,Gandaki,Hill,Western,2069,2012,Minor,Alcoholism,43,41,25,47,37.0,None,yes,27.94887859,84.23370592,Middle-age
265,Tanahu,Gandaki,Hill,Western,2069,2012,Severe,Epilepsy,47,33,52,47,33.0,"College degree, bachelor, master",Unknown,27.94887859,84.23370592,old
266,Syangja,Gandaki,Hill,Western,2069,2012,Major,Depression,33,54,53,24,63.0,PhD/Doctorate,Unknown,28.01170542,83.77998363,old
267,Syangja,Gandaki,Hill,Western,2069,2012,Major,Psychosis,44,24,51,25,43.0,"College degree, bachelor, master",Unknown,28.01170542,83.77998363,old
268,Syangja,Gandaki,Hill,Western,2069,2012,Severe,Anxiety,25,24,27,31,18.0,"College degree, bachelor, master",no,28.01170542,83.77998363,Middle-age
269,Syangja,Gandaki,Hill,Western,2069,2012,Normal,Mental retardation,32,45,46,54,23.0,PhD/Doctorate,no,28.01170542,83.77998363,old
270,Syangja,Gandaki,Hill,Western,2069,2012,Major,Hysteria,60,29,57,40,49.0,None,no,28.01170542,83.77998363,old
271,Syangja,Gandaki,Hill,Western,2069,2012,Severe,Alcoholism,38,60,37,52,46.0,"College degree, bachelor, master",no,28.01170542,83.77998363,Middle-age
272,Syangja,Gandaki,Hill,Western,2069,2012,Major,Epilepsy,27,47,55,31,43.0,"College degree, bachelor, master",Unknown,28.01170542,83.77998363,old
273,Kaski,Gandaki,Hill,Western,2069,2012,Normal,Depression,22,36,37,29,29.0,"College degree, bachelor, master",no,28.30661651,84.01052734,Middle-age
274,Kaski,Gandaki,Hill,Western,2069,2012,Major,Psychosis,37,47,53,21,63.0,Up to 9 years of school,Unknown,28.30661651,84.01052734,old
275,Kaski,Gandaki,Hill,Western,2069,2012,Major,Anxiety,47,21,20,35,33.0,"College degree, bachelor, master",yes,28.30661651,84.01052734,Middle-age
276,Kaski,Gandaki,Hill,Western,2069,2012,Major,Mental retardation,31,25,50,35,21.0,Up to 12 years of school,yes,28.30661651,84.01052734,old
277,Kaski,Gandaki,Hill,Western,2069,2012,Severe,Hysteria,59,50,28,33,76.0,"College degree, bachelor, master",no,28.30661651,84.01052734,Middle-age
278,Kaski,Gandaki,Hill,Western,2069,2012,Normal,Alcoholism,23,50,53,44,29.0,None,yes,28.30661651,84.01052734,old
279,Kaski,Gandaki,Hill,Western,2069,2012,Major,Epilepsy,55,52,23,38,69.0,None,yes,28.30661651,84.01052734,Middle-age
280,Manang,Gandaki,Mountain,Western,2069,2012,Severe,Depression,41,31,26,32,40.0,None,no,28.69469101,84.2357415,Middle-age
281,Manang,Gandaki,Mountain,Western,2069,2012,Minor,Psychosis,24,29,58,44,9.0,"College degree, bachelor, master",yes,28.69469101,84.2357415,old
282,Manang,Gandaki,Mountain,Western,2069,2012,Major,Anxiety,51,46,43,49,48.0,PhD/Doctorate,yes,28.69469101,84.2357415,old
283,Manang,Gandaki,Mountain,Western,2069,2012,Major,Mental retardation,40,34,50,51,23.0,Up to 12 years of school,yes,28.69469101,84.2357415,old
284,Manang,Gandaki,Mountain,Western,2069,2012,Severe,Hysteria,29,37,59,36,30.0,"College degree, bachelor, master",yes,28.69469101,84.2357415,old
285,Manang,Gandaki,Mountain,Western,2069,2012,Major,Alcoholism,53,48,40,20,81.0,PhD/Doctorate,no,28.69469101,84.2357415,old
286,Manang,Gandaki,Mountain,Western,2069,2012,Minor,Epilepsy,44,30,37,55,19.0,"College degree, bachelor, master",no,28.69469101,84.2357415,Middle-age
287,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Depression,30,36,41,45,21.0,PhD/Doctorate,no,29.02209022,83.88796267,old
288,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Psychosis,36,55,29,52,39.0,"College degree, bachelor, master",no,29.02209022,83.88796267,Middle-age
289,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Anxiety,18,32,51,36,14.0,"College degree, bachelor, master",no,29.02209022,83.88796267,old
290,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Minor,Mental retardation,56,40,26,53,43.0,"College degree, bachelor, master",no,29.02209022,83.88796267,Middle-age
291,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Major,Hysteria,49,26,32,48,27.0,"College degree, bachelor, master",no,29.02209022,83.88796267,Middle-age
292,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Normal,Alcoholism,57,45,41,33,69.0,PhD/Doctorate,no,29.02209022,83.88796267,old
293,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Epilepsy,34,21,41,48,7.0,PhD/Doctorate,no,29.02209022,83.88796267,old
294,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Major,Depression,28,27,56,55,0.0,Up to 9 years of school,no,28.52877381,83.47535629,old
295,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Severe,Psychosis,50,21,60,43,28.0,None,no,28.52877381,83.47535629,old
296,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Minor,Anxiety,59,50,29,38,71.0,"College degree, bachelor, master",no,28.52877381,83.47535629,Middle-age
297,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Severe,Mental retardation,60,57,54,56,61.0,"College degree, bachelor, master",no,28.52877381,83.47535629,old
298,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Minor,Hysteria,29,28,38,42,15.0,"College degree, bachelor, master",no,28.52877381,83.47535629,Middle-age
299,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Severe,Alcoholism,24,43,29,33,34.0,"College degree, bachelor, master",no,28.52877381,83.47535629,Middle-age
300,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Minor,Epilepsy,29,25,42,33,21.0,PhD/Doctorate,no,28.52877381,83.47535629,old
301,Parbat,Dhawalagiri,Hill,Western,2069,2012,Minor,Depression,41,50,43,38,53.0,PhD/Doctorate,no,28.19805363,83.67436777,old
302,Parbat,Dhawalagiri,Hill,Western,2069,2012,Severe,Psychosis,39,29,18,6,62.0,Up to 12 years of school,no,28.19805363,83.67436777,young
303,Parbat,Dhawalagiri,Hill,Western,2069,2012,Major,Anxiety,52,20,20,31,41.0,"College degree, bachelor, master",no,28.19805363,83.67436777,Middle-age
304,Parbat,Dhawalagiri,Hill,Western,2069,2012,Severe,Mental retardation,38,27,58,60,5.0,Up to 9 years of school,no,28.19805363,83.67436777,old
305,Parbat,Dhawalagiri,Hill,Western,2069,2012,Severe,Hysteria,45,28,40,53,20.0,PhD/Doctorate,no,28.19805363,83.67436777,old
306,Parbat,Dhawalagiri,Hill,Western,2069,2012,Normal,Alcoholism,55,57,52,33,79.0,"College degree, bachelor, master",yes,28.19805363,83.67436777,old
307,Parbat,Dhawalagiri,Hill,Western,2069,2012,Severe,Epilepsy,39,47,58,47,39.0,Up to 12 years of school,yes,28.19805363,83.67436777,old
308,Baglung,Dhawalagiri,Hill,Western,2069,2012,Major,Depression,58,27,57,48,37.0,Up to 12 years of school,yes,28.33975247,83.2731612,old
309,Baglung,Dhawalagiri,Hill,Western,2069,2012,Normal,Psychosis,48,47,49,54,41.0,Up to 12 years of school,yes,28.33975247,83.2731612,old
310,Baglung,Dhawalagiri,Hill,Western,2069,2012,Normal,Anxiety,24,38,51,36,26.0,"College degree, bachelor, master",yes,28.33975247,83.2731612,old
311,Baglung,Dhawalagiri,Hill,Western,2069,2012,Minor,Mental retardation,54,26,44,28,52.0,PhD/Doctorate,yes,28.33975247,83.2731612,old
312,Baglung,Dhawalagiri,Hill,Western,2069,2012,Severe,Hysteria,25,41,43,27,39.0,PhD/Doctorate,yes,28.33975247,83.2731612,old
313,Baglung,Dhawalagiri,Hill,Western,2069,2012,Major,Alcoholism,26,29,58,55,0.0,None,yes,28.33975247,83.2731612,old
314,Baglung,Dhawalagiri,Hill,Western,2069,2012,Minor,Epilepsy,23,55,30,27,51.0,"College degree, bachelor, master",no,28.33975247,83.2731612,Middle-age
315,Gulmi,Lumbini,Hill,Western,2069,2012,Major,Depression,56,54,29,48,62.0,"College degree, bachelor, master",no,28.08755407,83.30920208,Middle-age
316,Gulmi,Lumbini,Hill,Western,2069,2012,Major,Psychosis,18,47,51,40,25.0,"College degree, bachelor, master",yes,28.08755407,83.30920208,old
317,Gulmi,Lumbini,Hill,Western,2069,2012,Minor,Anxiety,25,58,58,21,62.0,Up to 9 years of school,yes,28.08755407,83.30920208,old
318,Gulmi,Lumbini,Hill,Western,2069,2012,Minor,Mental retardation,26,18,20,21,23.0,"College degree, bachelor, master",no,28.08755407,83.30920208,Middle-age
319,Gulmi,Lumbini,Hill,Western,2069,2012,Severe,Hysteria,33,24,41,46,11.0,PhD/Doctorate,yes,28.08755407,83.30920208,old
320,Gulmi,Lumbini,Hill,Western,2069,2012,Severe,Alcoholism,36,56,18,1,91.0,Up to 12 years of school,no,28.08755407,83.30920208,young
321,Gulmi,Lumbini,Hill,Western,2069,2012,Major,Epilepsy,46,41,53,32,55.0,"College degree, bachelor, master",yes,28.08755407,83.30920208,old
